Company Name,Category,Source,Headquarters,No of Employees,Annual Revenue (US$ m),Email,URL,Phone Number,Fax,Address,City,State,Country
Northeast Pharmaceutical Group,Health,GlobalData,China,"8,106","$1,129",,www.nepharm.com,,86 24 22724536,"19th Floor, Block B, Chamber of Commerce head quarter Mansion. No.51, The Youth Street",Shenyang,Liaoning,China
Northwest Biotherapeutics,Health,GlobalData,United States of America,10,$0,,www.nwbio.com,1 240 4979024,1 302 6365454,"Suite 800, 4800 Montgomery Lane",Bethesda,Maryland,United States of America
Notable Labs,Health,JPM,,,,,,,,,,,
Notogen ,Health,JPM,,,,,,,,,,,
Nouvant,Health,GlobalData,,,,,,,,,,,
Novadiol,Health,JPM,,,,,,,,,,,
Novadiscovery,Health,JPM,,,,,,,,,,,
Novan,Health,GlobalData,United States of America,48,$6,,www.novan.com,1 919 4858080,1 302 5313150,4105 Hopson Rd,MORRISVILLE,North Carolina,United States of America
Novartis ,Health,JPM,,,,,,,,,,,
Novavax,Health,GlobalData,United States of America,379,$34,,www.novavax.com,1 240 2682000,1 302 6555049,20 Firstfield Road,Gaithersburg,Maryland,United States of America
Novelion Therapeutics,Health,GlobalData,Canada,109,$130,infogroup@novelion.com,www.novelion.com,1 617 5007867,1 617 9457968,"1800-510 , West Georgia St",Vancouver,British Columbia,Canada
Noven Pharmaceuticals,Health,GlobalData,,,,,,,,,,,
NovMetaPharma Co.,Health,JPM,,,,,,,,,,,
Novoclem Therapeutics ,Health,JPM,,,,,,,,,,,
Novocol Healthcare ,Health,JPM,,,,,,,,,,,
NovoCure,Health,GlobalData,United Kingdom,598,$248,generalinfo@novocure.com,www.novocure.com,44 1534 756700,,"Second Floor
 
 , No. 4 The Forum Grenville Street",Saint Helier,Jersey,United Kingdom
Novozymes,Health,GlobalData,Denmark,"6,463","$2,279",,www.novozymes.com,45 44 460000,45 44 469999,Krogshoejvej 36,Bagsvaerd,,Denmark
Novum Pharma,Health,JPM,,,,,,,,,,,
Nriva Therapeutics,Health,GlobalData,Ireland,110,$10,office@nabriva.com,www.nabriva.com,353 1 6492000,,25-28 North Wall Quay,Dublin City,Dublin,Ireland
Nu Skin Enterprises,Health,GlobalData,United States of America,"4,900","$2,679",,www.nuskin.com,1 801 3451000,1 801 3455999,75 W Center St,PROVO,Utah,United States of America
Nuance Communications,Health,GlobalData,United States of America,"10,400","$2,052",,www.nuance.com,1 781 5655000,,One Wayside Road,Burlington,Massachusetts,United States of America
NuCana,Health,GlobalData,United Kingdom,24,,info@nucana.com,www.nucana.com,44 131 3571111,,3 Lochside Way,Edinburgh,Scotland,United Kingdom
Numerate ,Health,JPM,,,,,,,,,,,
NuvOx Pharma ,Health,JPM,,,,,,,,,,,
NxSte Medical,Health,GlobalData,United States of America,"3,800",$394,info@nxstage.com,www.nxstage.com,1 866 6978243,,350 Merrimack Street,Lawrence,Massachusetts,United States of America
OBI Pharma,Health,GlobalData,Taiwan,40,$0,info@obipharma.com,www.obipharma.com,886 2 26558799,886 2 26558798,"19F, No.3, Yuanqu Street, Nangang District",TAIPEI,,Taiwan
ObsEva,Health,GlobalData,Switzerland,45,$0,contact@obseva.ch,www.obseva.com,41 22 5523840,,Chemin des Aulx 12,PLAN-LES-OUATES,,Switzerland
Obsidio Therapeutics,Health,JPM,,,,,,,,,,,
Ocera Therapeutics,Health,GlobalData,United States of America,19,$1,,www2.mallinckrodt.com/ocera,,,"Suite 610, 525 University Avenue",Palo Alto,California,United States of America
Ocular Therapeutix,Health,GlobalData,United States of America,167,$2,info@ocutx.com,www.ocutx.com,1 781 3574000,1 781 3574001,15 Crosby Drive,Bedford,Massachusetts,United States of America
Odonate Therapeutics,Health,GlobalData,United States of America,117,,,www.odonate.com,1 858 7318180,,"Suite 510, 4747 Executive Drive",San Diego,California,United States of America
Omeros,Health,GlobalData,United States of America,236,$30,info@omeros.com,www.omeros.com,1 206 6765000,1 206 6765005,201 Elliott Avenue West,Seattle,Washington,United States of America
Omnicell,Health,GlobalData,United States of America,"2,480",$787,,www.omnicell.com,1 650 2516100,1 650 2516266,590 East Middlefield Road,Mountain View,California,United States of America
Onco Therapies ,Health,JPM,,,,,,,,,,,
Oncoceutics ,Health,JPM,,,,,,,,,,,
Oncolytics Biotech ,Health,JPM,,,,,,,,,,,
OncoMed Pharmaceuticals,Health,GlobalData,United States of America,22,$44,info@oncomed.com,www.oncomed.com,1 650 9958200,1 650 2988600,800 Chesapeake Drive,Redwood City,California,United States of America
Onconova Therapeutics,Health,GlobalData,United States of America,25,$1,info@onconova.us,www.onconova.com,1 267 7593680,,375 Pheasant Run,Newtown,Pennsylvania,United States of America
Oncopeptides,Health,GlobalData,Sweden,27,,info@oncopeptides.se,www.oncopeptides.se,46 8 6152040,,Vastra Tradgardsgatan 15,Stockholm City,,Sweden
OncoSec Medical,Health,GlobalData,United States of America,33,,info@oncosec.com,oncosec.com,1 855 6626732,1 858 4303832,"Suite 100, 3565 General Atomics Court",San Diego,California,United States of America
OncoTab ,Health,JPM,,,,,,,,,,,
OncoTherapy Science,Health,GlobalData,Japan,56,$2,,www.oncotherapy.co.jp,81 44 8208251,81 44 8208260,"11th Floor, 3-2-1 Sakado, Building D",Kawasaki,Kanagawa,Japan
ONL Therapeutics ,Health,JPM,,,,,,,,,,,
Ono Pharmaceutical,Health,JPM,,,,,,,,,,,
Ophthotech Corporation,Health,JPM,,,,,,,,,,,
OPKO Health,Health,GlobalData,United States of America,"5,690",$990,,www.opko.com,1 305 5754100,,4400 Biscayne Boulevard,Miami,Florida,United States of America
Opsona Therapeutics ,Health,JPM,,,,,,,,,,,
Opthea,Health,GlobalData,Australia,5,$1,info@opthea.com,www.opthea.com,61 3 98260399,61 3 98240083,"Suite 0403, Level 4, 650 Chapel Street",Melbourne,Victoria,Australia
OptiNose US,Health,GlobalData,United States of America,99,$7,info@optinose.com,www.optinose.com,1 267 3643500,1 267 3952119,"Suite 300, 1020 Stony Hill Road",Yardley,Pennsylvania,United States of America
Ora ,Health,JPM,,,,,,,,,,,
Oramed Pharmaceuticals,Health,GlobalData,United States of America,13,$2,,oramed.com,972 2 5660001,1 845 8183588,142 W 57th St Fl 11,NEW YORK,New York,United States of America
OraSure Technologies,Health,GlobalData,United States of America,398,$182,,www.orasure.com,1 503 6416115,1 610 8821830,220 East First Street,Bethlehem,Pennsylvania,United States of America
Orchard Therapeutics,Health,GlobalData,United Kingdom,180,$2,info@orchard-tx.com,www.orchard-tx.com,44 20 33846700,,108 Cannon Street,London,Greater London,United Kingdom
Orexo,Health,GlobalData,Sweden,131,$90,info@orexo.com,www.orexo.com,46 18 7808800,46 18 7808888,Virdings alle 32 A,Uppsala,,Sweden
OrganoLinX,Health,JPM,,,,,,,,,,,
Organovo ,Health,JPM,,,,,,,,,,,
Organovo Holdings,Health,GlobalData,United States of America,75,$5,,www.organovo.com,1 858 2241000,,"Suite 110, 6275 Nancy Ridge Drive",San Diego,California,United States of America
Orgenesis ,Health,JPM,,,,,,,,,,,
Orient Europharma,Health,GlobalData,Taiwan,800,$183,,www.oep.com.tw,886 2 27554881,,"7th Floor, No. 368, Section 1, Fu Hsing South Road",Taipei City,Taipei,Taiwan
ORIG3N ,Health,JPM,,,,,,,,,,,
Orion,Health,GlobalData,Finland,"3,184","$1,154",,www.orion.fi,358 10 4261,358 10 4264435,"P.O. Box 65, Orionintie 1A",Espoo,,Finland
Orpha Labs,Health,JPM,,,,,,,,,,,
Orphazyme,Health,GlobalData,Denmark,57,,contact@orphazyme.com,www.orphazyme.com,45 70 702980,,Ole Maaloees Vej 3,Copenhagen,,Denmark
OrPro Therapeutics ,Health,JPM,,,,,,,,,,,
OSE Immunotherapeutics,Health,GlobalData,France,28,$29,contact@ose-immuno.com,www.ose-immuno.com,33 2 28291010,,"22, Boulevard Benoni Goullin",Nantes,Pays-de-la-Loire,France
Osmotica Pharmaceutical,Health,GlobalData,United States of America,414,$264,,www.osmotica.com,1 908 8091300,,895 Sawyer Road,Marietta,Georgia,United States of America
Otonomy,Health,GlobalData,United States of America,49,$1,info@otonomy.com,www.otonomy.com,1 619 3232200,1 619 2919190,4796 Executive Drive,San Diego,California,United States of America
Otsuka Pharmaceuticals,Health,JPM,,,,,,,,,,,
Outlook Therapeutics,Health,GlobalData,United States of America,56,$3,info@outlooktherapeutics.com,outlooktherapeutics.com,1 609 6193990,,7 Clarke Drive,Cranbury,New Jersey,United States of America
OvaScience,Health,GlobalData,United States of America,36,,,www.ovascience.com,1 617 5002802,1 302 6554620,9 4th Ave,Waltham,Massachusetts,United States of America
Ovid Therapeutics,Health,GlobalData,United States of America,53,,info@ovidrx.com,www.ovidrx.com,1 646 6617661,1 302 6365454,1460 Broadway Ste 15044,New York,New York,United States of America
Oxford BioMedica,Health,GlobalData,United Kingdom,377,$89,enquiries@oxfordbiomedica.co.uk,www.oxfordbiomedica.co.uk,44 1865 783000,44 1865 783001,Windrush Court,Oxford,Oxfordshire,United Kingdom
Oxford Biotherapeutics,Health,JPM,,,,,,,,,,,
Oxford Instruments,Health,GlobalData,United Kingdom,"1,642",$396,info.oiplc@oxinst.com,www.oxinst.com,44 1865 393200,44 1865 393333,Tubney Woods,Abingdon,Oxfordshire,United Kingdom
OxStem ,Health,JPM,,,,,,,,,,,
Oxurion,Health,GlobalData,Belgium,74,$6,info@thrombogenics.com,www.thrombogenics.com,32 16 751310,32 16 751311,Gaston Geenslaan 1,Leuven,Brabant Flamand,Belgium
Pacific Biosciences of California,Health,GlobalData,United States of America,401,$79,support@pacb.com,www.pacificbiosciences.com,1 650 5218000,1 302 6365454,1305 O'Brien Drive,Menlo Park,California,United States of America
Pacira BioSciences,Health,GlobalData,United States of America,518,$337,info@pacira.com,www.pacira.com,1 973 2543560,1 302 6555049,"Suite 300, 5 Sylvan Way",Parsippany,New Jersey,United States of America
Paion,Health,GlobalData,Germany,40,$3,info@paion.com,www.paion.com,49 241 44530,49 241 4453100,Martinstrasse 10-12,Aachen,Nordrhein-Westfalen,Germany
Paladin Labs ,Health,JPM,,,,,,,,,,,
Palatin Technologies,Health,GlobalData,United States of America,19,$67,info@palatin.com,www.palatin.com,1 609 4952200,1 609 4952202,4B Cedarbrook Dr,Cranbury,New Jersey,United States of America
Palladio,Health,JPM,,,,,,,,,,,
Paragon Bioservices ,Health,JPM,,,,,,,,,,,
Parallume ,Health,JPM,,,,,,,,,,,
Paratek Pharmaceuticals,Health,GlobalData,United States of America,101,$17,info@paratekpharma.com,paratekpharma.com,1 617 8076600,1 617 2750039,"4th Floor, 75 Park Plaza",BOSTON,Massachusetts,United States of America
Path BioAnalytics ,Health,JPM,,,,,,,,,,,
PDL BioPharma,Health,JPM,,,,,,,,,,,
Penumbra,Health,GlobalData,United States of America,"2,200",$445,info@penumbrainc.com,www.penumbrainc.com,1 510 9952486,1 302 5313150,1 Penumbra,Alameda,California,United States of America
PepVax ,Health,JPM,,,,,,,,,,,
Peregrine Pharmaceuticals,Health,JPM,,,,,,,,,,,
PerkinElmer,Health,GlobalData,United States of America,"12,500","$2,778",CustomerCareUS@perkinelmer.com,www.perkinelmer.com,1 781 6635776,,940 Winter Street,Waltham,Massachusetts,United States of America
Perrigo,Health,GlobalData,Ireland,"10,600","$4,732",,www.perrigo.com,353 1 7094000,,"Treasury Building, Grand Canal Street Lower",Dublin,Leinster,Ireland
Pfenex,Health,GlobalData,United States of America,71,$15,,www.pfenex.com,1 858 3524400,1 858 3524602,10790 Roselle Street,San Diego,California,United States of America
Pfizer ,Health,JPM,,,,,,,,,,,
pH Pharma,Health,JPM,,,,,,,,,,,
Phagelux ,Health,JPM,,,,,,,,,,,
Pharma Mar,Health,GlobalData,Spain,599,$192,pharmamar@pharmamar.com,www.pharmamar.comes,34 918 466000,34 918 466001,"Avda. De los Reyes, 1, Pol. Ind. La Mina",Colmenar Viejo,Madrid,Spain
Pharmacosmos ,Health,JPM,,,,,,,,,,,
PharmaEssentia,Health,GlobalData,Taiwan,131,$1,info@pharmaessentia.com,www.pharmaessentia.com,886 2 26557688,886 2 26557626,"13th Floor, No.3, Yuanqu Street",Taipei City,,Taiwan
Pharmathen,Health,JPM,,,,,,,,,,,
PharmAthene,Health,GlobalData,United States of America,27,$10,info@pharmathene.com,www.altimmune.com,1 240 6541450,1 302 6745266,19 Firstfield Rd,GAITHERSBURG,Maryland,United States of America
Pharming Group,Health,GlobalData,Netherlands,127,$159,info@pharming.com,www.pharming.com,31 71 5247400,31 71 5247445,Darwinweg 24,Leiden,Zuid-Holland,Netherlands
PharPoint Research ,Health,JPM,,,,,,,,,,,
PhaseBio Pharmaceuticals,Health,GlobalData,United States of America,24,$1,,phasebio.com,1 610 9816500,1 302 5313150,"Suite 30, One Great Valley Parkway",Malvern,Pennsylvania,United States of America
Phelix Therapeutics,Health,JPM,,,,,,,,,,,
Phosplatin Therapeutics ,Health,JPM,,,,,,,,,,,
Phyteau,Health,JPM,,,,,,,,,,,
Pieris Pharmaceuticals,Health,GlobalData,United States of America,107,$29,info@pieris.com,www.pieris.com,1 857 2468998,,"9th Floor, 255 State Street",Boston,Massachusetts,United States of America
Pivotal BioSciences ,Health,JPM,,,,,,,,,,,
Pluristem Therapeutics,Health,GlobalData,Israel,172,$0,info@pluristem.com,www.pluristem.com,972 74 7108600,972 74 7108787,Matam Advanced Technology Park Building Number 5,Haifa City,,Israel
Polus ,Health,JPM,,,,,,,,,,,
PolyActiva,Health,JPM,,,,,,,,,,,
PolyAurum ,Health,JPM,,,,,,,,,,,
Polyphor ,Health,JPM,,,,,,,,,,,
PorA Pharmaceuticals,Health,JPM,,,,,,,,,,,
Portola Pharmaceuticals,Health,GlobalData,United States of America,324,$40,info@portola.com,www.portola.com,1 650 2467000,1 650 2467376,270 East Grand Avenue,South San Francisco,California,United States of America
Poxel,Health,GlobalData,France,30,$88,,www.poxelpharma.com,,,259-261 Avenue Jean Jaures,Lyon,Auvergne,France
Praxair,Health,GlobalData,United States of America,"80,820","$14,900",info@praxair.com,www.praxair.com,1 203 8372000,1 800 7729985,10 Riverview Drive,Danbury,Connecticut,United States of America
Precision Biosciences,Health,GlobalData,United States of America,127,$11,,precisionbiosciences.com,1 919 3145512,1 480 3935553,"Suite A-100, 302 East Pettigrew Street, Dibrell Building",Durham,North Carolina,United States of America
PrecisionProfile ,Health,JPM,,,,,,,,,,,
PrEP Biopharm,Health,JPM,,,,,,,,,,,
Primordial Genetics ,Health,JPM,,,,,,,,,,,
Pripia Biopharma,Health,GlobalData,United States of America,69,$69,info@principiabio.com,www.principiabio.com,1 650 4167700,1 302 6555049,"Ste 302, 400 E Jamie Ct",South San Francisco,California,United States of America
PRISM Pharma Co ,Health,JPM,,,,,,,,,,,
ProFarma,Health,JPM,,,,,,,,,,,
Progenics Pharmaceuticals,Health,GlobalData,United States of America,79,$16,,www.progenics.com,1 646 9752500,1 914 7892817,"Suite J, One World Trade Center, 47Th Floor",New York,New York,United States of America
Progenra,Health,JPM,,,,,,,,,,,
Promega ,Health,GlobalData,,,,,,,,,,,
ProMetic Life Sciences,Health,GlobalData,Canada,487,$37,info@prometic.com,prometic.com,1 450 7810115,1 450 7814477,"Suite 300 , 440 Armand-Frappier Blvd",Laval,Quebec,Canada
ProNAi Therapeutics .,Health,GlobalData,Canada,79,,,sierraoncology.staging.wpengine.com,1 604 5586536,,"Suite 2150 , 885 West Georgia Street",Vancouver,British Columbia,Canada
ProQR Therapeutics,Health,GlobalData,Netherlands,130,$7,info@proqr.com,www.proqr.com,31 88 1667000,,Zernikedreef 9,Leiden,Zuid-Holland,Netherlands
Protagen ,Health,JPM,,,,,,,,,,,
Protalix BioTherapeutics,Health,GlobalData,Israel,184,$34,,www.protalix.com,972 4 9028100,972 4 9889489,"2 Snunit Street, Science Park",Karmiel,,Israel
Proteon Therapeutics,Health,GlobalData,United States of America,17,,,www.proteontherapeutics.com,1 781 8900102,1 302 6555049,200 West Street,Waltham,Massachusetts,United States of America
Proteostasis Therapeutics,Health,GlobalData,United States of America,48,$3,,www.proteostasis.com,1 617 2250096,,"5th Floor, 80 Guest Street",Cambridge,Massachusetts,United States of America
ProteXase Therapeutics,Health,JPM,,,,,,,,,,,
Prothena,Health,GlobalData,Ireland,59,$1,info@prothena.com,www.prothena.com,353 1 2362500,353 1 9023510,Adelphi Plaza,Dublin,Leinster,Ireland
Prothena Corporation,Health,JPM,,,,,,,,,,,
Protomer Technologies ,Health,JPM,,,,,,,,,,,
Protonist Therapeutics,Health,GlobalData,United States of America,62,$31,info@protagonist-inc.com,www.protagonist-inc.com,1 510 4740170,1 302 6365454,"Suite 140, 7707 Gateway Boulevard",Newark,California,United States of America
Provention Bio,Health,GlobalData,United States of America,13,,info@proventionbio.com,www.proventionbio.com,1 908 3360360,,,Oldwick,New Jersey,United States of America
Psioxus Therapeutics ,Health,JPM,,,,,,,,,,,
PT Kalbe Farma Tbk,Health,GlobalData,Indonesia,"12,520","$1,481",Corp.Comm@kalbe.co.id,www.kalbe.co.id,62 21 42873888,62 21 42873678,"Gedung KALBE, Jl. Let. Jnd. Sprpto Kav. 4,Cmpk Putih",JAKARTA PUSAT,,Indonesia
PTC Therapeutics,Health,GlobalData,United States of America,517,$265,info@ptcbio.com,www.ptcbio.com,1 908 2227000,1 908 2227231,100 Corporate Court,South Plainfield,New Jersey,United States of America
Pulmatrix,Health,GlobalData,United States of America,6,$0,info@pulmatrix.com,www.pulmatrix.com,1 781 3572333,1 302 6365454,"Suite 390, 99 Hayden Avenue",Lexington,Massachusetts,United States of America
Puma Biotechnology,Health,GlobalData,United States of America,272,$251,info@pumabiotechnology.com,www.pumabiotechnology.com,1 424 2486500,1 424 2486501,"Suite 2150, 10880 Wilshire Blvd.",Los Angeles,California,United States of America
Purdue Pharma ,Health,JPM,,,,,,,,,,,
Puretech Health,Health,GlobalData,United States of America,225,$21,info@puretechhealth.com,www.puretechhealth.com,1 617 4822333,1 617 4823337,501 Boylston Street,Boston,Massachusetts,United States of America
QIAGEN (Suzhou) Translational Medicine Co. ,Health,JPM,,,,,,,,,,,
Qien,Health,GlobalData,Netherlands,"4,952","$1,502",qiagen@qiagen.com,www.qiagen.com,31 77 3556600,31 77 3208409,Hulsterweg 82,Venlo,,Netherlands
Quanterix,Health,GlobalData,United States of America,177,$38,sales@quanterix.com,www.quanterix.com,1 617 3019400,,113 Hartwell Avenue,Lexington,Massachusetts,United States of America
QuarryBio,Health,JPM,,,,,,,,,,,
Quegen Biotech,Health,JPM,,,,,,,,,,,
Quellthera ,Health,JPM,,,,,,,,,,,
Quidel,Health,GlobalData,United States of America,"1,224",$522,,www.quidel.com,1 858 5521100,1 858 4534338,"Suite 200, 12544 High Bluff Drive",San Diego,California,United States of America
Quivive Pharma,Health,JPM,,,,,,,,,,,
Qurient,Health,GlobalData,South Korea,17,,info@qurient.com,www.qurient.com,82 31 80601600,82 31 80601649,"8th Floor, 242, Pangyo-ro",Seongnam,,South Korea
Quthero ,Health,JPM,,,,,,,,,,,
R-Pharm,Health,JPM,,,,,,,,,,,
Ra Pharmaceuticals,Health,GlobalData,United States of America,72,$3,info@rapharma.com,rapharma.com,1 617 4014060,1 302 6555049,87 Cambridgepark Dr,CAMBRIDGE,Massachusetts,United States of America
Radius Health,Health,GlobalData,United States of America,398,$99,info@radiuspharm.com,www.radiuspharm.com,1 617 5514000,1 617 5514701,950 Winter Street,Waltham,Massachusetts,United States of America
Rafael Pharmaceuticals ,Health,JPM,,,,,,,,,,,
RareMoon Orphan Product Consulting,Health,JPM,,,,,,,,,,,
Raysearch Loratories,Health,GlobalData,Sweden,278,$72,info@raysearchlabs.com,www.raysearchlabs.com,46 8 51053000,,P.O. Box 3297,Stockholm City,,Sweden
Raziel Therapeutics ,Health,JPM,,,,,,,,,,,
ReadCoor,Health,JPM,,,,,,,,,,,
Reata Pharmaceuticals,Health,GlobalData,United States of America,123,$54,info@reatapharma.com,reatapharma.com,1 972 8652219,,"Suite 150, 2801 Gateway Drive",Irving,Texas,United States of America
RECARDIO ,Health,JPM,,,,,,,,,,,
Recensa Therapeutics ,Health,JPM,,,,,,,,,,,
Reckitt Benckiser Group,Health,GlobalData,United Kingdom,"42,400","$16,798",,www.rb.com,44 1753 217800,,103-105 Bath Road,Slough,Berkshire,United Kingdom
Recordati,Health,GlobalData,Italy,"4,142","$1,596",,www.recordati.com,39 02 487871,39 02 40073747,"Via M. Civitali, 1",Milan,Lombardia,Italy
Recro Pharma,Health,GlobalData,United States of America,255,$77,info@recropharma.com,www.recropharma.com,1 484 3952470,1 484 3952471,490 Lapp Road,Malvern,Pennsylvania,United States of America
